Name,Full Ticker,Ticker,Sector,Market Cap,Net Debt,Enterprise Value (EV),Revenue,Revenue Forecast CAGR (10y),Avg EBITDA Margin Forecast (10y),Avg Capital Expenditures Margin (5y),Marginal Tax Rate,Industry,Operating Region,Operating Country
Paysafe Limited,NYSE:PSFE,PSFE,Information Technology,5862.0703,1929.018,7928.7733,1487.557,0.0585,0.3613,0.0055,0,IT Services,"Latin America, Middle East & Africa",Bermuda
Reynolds Consumer Products Inc.,NASDAQGS:REYN,REYN,Consumer Staples,5860.6606,2121,7981.6606,3340,0.0137,0.2167,0.0345,0.3,Household Products,United States,United States
LANXESS Aktiengesellschaft,OTCPK:LNXS.F,LNXS.F,Materials,5858.346,1411.2903,7291.4418,7694.4972,0.0469,0.1591,0.0682,0.29,Chemicals,Europe,Germany
LANXESS Aktiengesellschaft,OTCPK:LNXS.Y,LNXS.Y,Materials,5858.346,1411.2903,7291.4418,7694.4972,0.0469,0.1589,0.0682,0.29,Chemicals,Europe,Germany
Sonoco Products Company,NYSE:SON,SON,Materials,5853.2809,1545.084,7398.3649,5527.599,0.0278,0.1428,0.0368,0.29,Containers & Packaging,United States,United States
Axfood AB (publ),OTCPK:AXFO.Y,AXFO.Y,Consumer Staples,5851.6031,626.2211,5676.2896,6222.565,0.0384,0.0823,0.0171,0.22,Food & Staples Retailing,Europe,Sweden
Ardagh Group S.A.,NYSE:ARD,ARD,Materials,5850.1114,6097,11604.1114,7151,0.0061,0.1921,0.0679,0.37,Containers & Packaging,Europe,Luxembourg
IMI plc,OTCPK:IMIA.F,IMIA.F,Industrials,5843.6824,463.9453,6555.7972,2579.7795,0.0261,0.2309,0.0289,0.2,Machinery,United Kingdom & Ireland,United Kingdom
Rexel S.A.,OTCPK:RXEE.Y,RXEE.Y,Industrials,5839.6358,3034.9858,8983.2153,16134.6063,0.043,0.0702,0.0087,0.41,Trading Companies & Distributors,Europe,France
Rexel S.A.,OTCPK:RXLS.F,RXLS.F,Industrials,5839.6358,3034.9858,8983.2153,16134.6063,0.043,0.0702,0.0087,0.41,Trading Companies & Distributors,Europe,France
Kongsberg Gruppen ASA,OTCPK:NSKF.F,NSKF.F,Industrials,5838.6736,-102.5527,5076.4961,3028.7298,0.0276,0.1417,0.0228,0.18,Aerospace & Defense,Europe,Norway
TravelSky Technology Limited,OTCPK:TSYH.F,TSYH.F,Information Technology,5826.9283,-1272.6442,4337.2303,934.9953,0.0871,0.3955,0.139,0.11,IT Services,Asia / Pacific,China
TravelSky Technology Limited,OTCPK:TSYH.Y,TSYH.Y,Information Technology,5826.9283,-1272.6442,4337.2303,934.9953,0.0871,0.3955,0.139,0.11,IT Services,Asia / Pacific,China
Haitian International Holdings Limited,OTCPK:HAII.F,HAII.F,Industrials,5823.1458,-1070.411,3469.3146,2324.5996,0.0629,0.2345,0.0556,0.19,Machinery,Asia / Pacific,Hong Kong
"Rocket Lab USA, Inc.",NASDAQCM:RKLB,RKLB,Industrials,5822.9547,16.812,6124.1037,55.879,0.5485,0.1213,0.4002,0.41,Aerospace & Defense,United States,United States
PSP Swiss Property AG,OTCPK:PSPS.F,PSPS.F,Real Estate,5818.93,3386.4807,9107.1402,430.4203,0.0112,0.8252,0.0003,0.16,Real Estate Management & Development,Europe,Switzerland
Mazda Motor Corporation,OTCPK:MZDA.F,MZDA.F,Consumer Discretionary,5818.8783,267.5609,3663.3446,29786.1007,0.0355,0.0657,0.0276,0.3,Automobiles,Asia / Pacific,Japan
Mazda Motor Corporation,OTCPK:MZDA.Y,MZDA.Y,Consumer Discretionary,5818.8783,267.5609,3663.3446,29786.1007,0.0355,0.0657,0.0276,0.3,Automobiles,Asia / Pacific,Japan
NOV Inc.,NYSE:NOV,NOV,Energy,5817.5845,814,6701.5845,5377,0.042,0.11,0.0317,0.16,Energy Equipment & Services,United States,United States
"Qingdao Port International Co., Ltd.",OTCPK:QNDP.F,QNDP.F,Industrials,5815.9467,-1267.3316,2856.1217,2335.4745,0.0267,0.3991,0.2277,0.19,Transportation Infrastructure,Asia / Pacific,China
Denali Therapeutics Inc.,NASDAQGS:DNLI,DNLI,Healthcare,5814.3953,-1335.002,4479.3933,357.07,0.2455,-0.718,0.5737,0.15,Biotechnology,United States,United States
Kingboard Holdings Limited,OTCPK:KBDC.F,KBDC.F,Information Technology,5809.7512,1263.1396,6069.3675,6476.556,0.071,0.2549,0.0443,0.22,"Electronic Equipment, Instruments & Components",Asia / Pacific,Hong Kong
Vontier Corporation,NYSE:VNT,VNT,Information Technology,5804.865,1324.4,7133.065,2993.7,0.0518,0.2551,0.0164,0.27,"Electronic Equipment, Instruments & Components",United States,United States
STAAR Surgical Company,NASDAQGM:STAA,STAA,Healthcare,5804.6552,-160.274,5644.3812,206.198,0.181,0.2752,0.0377,0.16,Healthcare Equipment & Supplies,United States,United States
Kuala Lumpur Kepong Berhad,OTCPK:KLKB.Y,KLKB.Y,Consumer Staples,5803.51,752.3674,6504.8526,4330.0039,0.0133,0.126,0.0387,0.22,Food Products,Asia / Pacific,Malaysia
Telekom Austria AG,OTCPK:TKAG.Y,TKAG.Y,Communication Services,5798.1796,3074.9363,8922.915,5332.2724,0.007,0.3497,0.1756,0.21,Diversified Telecommunication Services,Europe,Austria
Twist Bioscience Corporation,NASDAQGS:TWST,TWST,Healthcare,5787.3779,-455.649,5331.7289,126.814,0.1895,-0.7989,0.3857,0.15,Biotechnology,United States,United States
"Cricut, Inc.",NASDAQGS:CRCT,CRCT,Consumer Discretionary,5786.9184,-314.08,5472.8384,1238.286,0.134,0.2521,0.0237,0.23,Household Durables,United States,United States
Royal Mail plc,OTCPK:ROYM.F,ROYM.F,Industrials,5776.2408,659.2285,6399.8085,17429.5605,0.0261,0.107,0.0242,0.18,Air Freight & Logistics,United Kingdom & Ireland,United Kingdom
Royal Mail plc,OTCPK:ROYM.Y,ROYM.Y,Industrials,5776.2408,659.2285,6399.8085,17429.5605,0.0261,0.107,0.0242,0.18,Air Freight & Logistics,United Kingdom & Ireland,United Kingdom
"Thor Industries, Inc.",NYSE:THO,THO,Consumer Discretionary,5760.3037,1210.022,6996.5887,12317.38,0.0424,0.0822,0.0144,0.27,Automobiles,United States,United States
"TaskUs, Inc.",NASDAQGS:TASK,TASK,Information Technology,5757.6325,46.108,5803.7405,594.11,0.1196,0.2518,0.0632,0.22,IT Services,United States,United States
AU Optronics Corp.,OTCPK:AUOT.Y,AUOT.Y,Information Technology,5741.4596,153.5832,5545.5633,11901.4945,0.022,0.197,0.1074,0.12,"Electronic Equipment, Instruments & Components",Asia / Pacific,Taiwan
"Brother Industries, Ltd.",OTCPK:BRTH.F,BRTH.F,Information Technology,5736.1078,-1298.3301,3876.5893,6055.174,0.0156,0.1668,0.03,0.29,"Technology Hardware, Storage & Peripherals",Asia / Pacific,Japan
ITV plc,OTCPK:ITVP.F,ITVP.F,Communication Services,5732.1425,715.1453,6486.9315,4303.3212,0.0236,0.2063,0.0127,0.15,Media,United Kingdom & Ireland,United Kingdom
ITV plc,OTCPK:ITVP.Y,ITVP.Y,Communication Services,5732.1425,715.1453,6486.9315,4303.3212,0.0236,0.2063,0.0127,0.15,Media,United Kingdom & Ireland,United Kingdom
Spectris plc,OTCPK:SEPJ.F,SEPJ.F,Information Technology,5728.0477,-324.2361,5322.5781,1852.1849,0.0387,0.1945,0.0437,0.13,"Electronic Equipment, Instruments & Components",United Kingdom & Ireland,United Kingdom
NCR Corporation,NYSE:NCR,NCR,Information Technology,5726.412,6085,12088.412,6441,0.0373,0.2079,0.0145,0.24,Software,United States,United States
HOCHTIEF Aktiengesellschaft,OTCPK:HOCF.F,HOCF.F,Industrials,5720.1248,193.3088,3359.9126,25233.3954,0.0547,0.0901,0.0171,0.3,Construction & Engineering,Europe,Germany
Sinopec Shanghai Petrochemical Company Limited,OTCPK:SPTJ.F,SPTJ.F,Materials,5719.4854,-398.5735,3445.4217,11797.6239,0.0086,0.0549,0.0154,0.21,Chemicals,Asia / Pacific,China
Securitas AB,OTCPK:SCTB.Y,SCTB.Y,Industrials,5717.8792,1906.9332,7816.1491,12303.6276,0.036,0.0763,0.0186,0.28,Commercial Services & Supplies,Europe,Sweden
Cazoo Group Ltd,NYSE:CZOO,CZOO,Consumer Discretionary,5708.84,164.5166,5903.7298,512.459,0.4961,0.0267,0.6104,0.1,Internet & Direct Marketing Retail,United Kingdom & Ireland,United Kingdom
"DoubleVerify Holdings, Inc.",NYSE:DV,DV,Information Technology,5707.8995,-324.716,5383.1835,283.788,0.1643,0.3436,0.0317,0.34,Software,United States,United States
The AZEK Company Inc.,NYSE:AZEK,AZEK,Industrials,5704.3902,255.536,5959.9262,1096.774,0.0748,0.2619,0.0978,0.11,Building Products,United States,United States
Regal Beloit Corporation,NYSE:RBC,RBC,Industrials,5701.2486,476.6,6653.3533,3239.7,0.0394,0.2478,0.0211,0.21,Electrical Equipment,United States,United States
Sinopec Oilfield Service Corporation,OTCPK:YZCF.F,YZCF.F,Energy,5700.0958,3101.1014,8923.7056,10563.7233,0.0349,0.0795,0.0285,0.33,Energy Equipment & Services,Asia / Pacific,China
ZIM Integrated Shipping Services Ltd.,NYSE:ZIM,ZIM,Industrials,5692.5,759.462,6456.978,6499.697,0.0534,0.3251,0.0118,0.13,Marine,"Latin America, Middle East & Africa",Israel
"Aboitiz Equity Ventures, Inc.",OTCPK:ABTZ.Y,ABTZ.Y,Industrials,5684.5221,5392.2983,8774.1299,3944.921,0.0423,0.2116,0.1027,0.16,Industrial Conglomerates,Asia / Pacific,Philippines
"Harley-Davidson, Inc.",NYSE:HOG,HOG,Consumer Discretionary,5676.9171,6137.659,11814.5761,4845.471,0.0404,0.2061,0.0366,0.3,Automobiles,United States,United States
Jamf Holding Corp.,NASDAQGS:JAMF,JAMF,Information Technology,5675.1928,-199.596,5475.5968,314.099,0.1151,0.1308,0.0231,0.25,Software,United States,United States
Element Solutions Inc,NYSE:ESI,ESI,Materials,5659.4029,1233.2,6890.9029,2150.8,0.0509,0.2355,0.0159,0.23,Chemicals,United States,United States
Bellway p.l.c.,OTCPK:BLWY.Y,BLWY.Y,Consumer Discretionary,5655.0537,-459.0497,5379.3255,4339.6384,0.0337,0.1879,0.0018,0.19,Household Durables,United Kingdom & Ireland,United Kingdom
MGM Holdings Inc.,OTCPK:MGMB,MGMB,Communication Services,5651.6688,1850.785,7503.3978,1512.69,0.0506,0.2974,0.0094,0.21,Entertainment,United States,United States
"Progyny, Inc.",NASDAQGS:PGNY,PGNY,Healthcare,5650.5775,-84.864,5565.7135,450.013,0.246,0.1806,0.0071,0.13,Healthcare Providers & Services,United States,United States
"HealthEquity, Inc.",NASDAQGS:HQY,HQY,Healthcare,5644.3716,302.869,5947.2406,740.825,0.0794,0.3716,0.0182,0.14,Healthcare Providers & Services,United States,United States
"Luminar Technologies, Inc.",NASDAQGS:LAZR,LAZR,Consumer Discretionary,5643.0036,-566.68,5121.1486,18.277,0.6745,-0.4213,0.173,0.15,Auto Components,United States,United States
"Hino Motors, Ltd.",OTCPK:HINO.F,HINO.F,Industrials,5637.0006,887.4556,5957.9395,13877.6252,0.005,0.0936,0.0372,0.28,Machinery,Asia / Pacific,Japan
IHS Holding Limited,NYSE:IHS,IHS,Communication Services,5632.6849,2060.928,7707.8929,1502.621,0.0269,0.4099,0.3322,0.16,Diversified Telecommunication Services,United Kingdom & Ireland,United Kingdom
Greek Organization of Football Prognostics S.A.,OTCPK:GOFP.Y,GOFP.Y,Consumer Discretionary,5632.3279,568.5626,6267.5489,567.9163,0.0822,0.6346,0.0442,0.25,"Hotels, Restaurants & Leisure",Europe,Greece
Keyera Corp.,OTCPK:KEYU.F,KEYU.F,Energy,5630.9853,2728.4162,8540.3506,2801.731,0.059,0.216,0.2572,0.2,"Oil, Gas & Consumable Fuels",Canada & Mexico,Canada
ConvaTec Group Plc,OTCPK:CNVV.Y,CNVV.Y,Healthcare,5629.2056,1036.8,6738.798,1994.3,0.0361,0.2373,0.041,0.29,Healthcare Equipment & Supplies,United Kingdom & Ireland,United Kingdom
Lerøy Seafood Group ASA,OTCPK:LYSF.F,LYSF.F,Consumer Staples,5628.1081,635.575,5998.2474,2342.7387,-0.1504,0.4631,0.0691,0.19,Food Products,Europe,Norway
"Industrias Peñoles, S.A.B. de C.V.",OTCPK:IPOA.F,IPOA.F,Materials,5627.2813,1344.345,7776.0409,5824.289,0.0105,0.3467,0.1848,0.34,Metals & Mining,Canada & Mexico,Mexico
"Fastly, Inc.",NYSE:FSLY,FSLY,Information Technology,5618.954,-70.224,5548.73,323.165,0.1378,0.1152,0.0952,0.11,IT Services,United States,United States
ConvaTec Group Plc,OTCPK:CNVV.F,CNVV.F,Healthcare,5616.6871,1036.8,6738.798,1994.3,0.0361,0.2373,0.041,0.29,Healthcare Equipment & Supplies,United Kingdom & Ireland,United Kingdom
"Fate Therapeutics, Inc.",NASDAQGM:FATE,FATE,Healthcare,5615.8883,-585.123,4881.2673,48.006,0.5721,-5.2285,0.383,0.15,Biotechnology,United States,United States
Quidel Corporation,NASDAQGS:QDEL,QDEL,Healthcare,5615.4265,-448.612,5166.8145,1837.209,-0.0757,0.385,0.0605,0.14,Healthcare Equipment & Supplies,United States,United States
Home Product Center Public Company Limited,OTCPK:HPCR.F,HPCR.F,Consumer Discretionary,5605.6931,461.7056,6372.3565,2023.3792,0.0287,0.1977,0.0428,0.18,Specialty Retail,Asia / Pacific,Thailand
Sinopec Shanghai Petrochemical Company Limited,NYSE:SHI,SHI,Materials,5597.063,-398.5735,3207.0926,11797.6239,0.0304,0.0512,0.0154,0.21,Chemicals,Asia / Pacific,China
Dätwyler Holding AG,OTCPK:DATW.Y,DATW.Y,Industrials,5593.3237,70.8982,6565.7592,1203.4325,0.0674,0.2017,0.082,0.22,Machinery,Europe,Switzerland
"Santen Pharmaceutical Co., Ltd.",OTCPK:SNPH.F,SNPH.F,Healthcare,5590.2499,-496.0166,5037.4568,2313.7957,0.0134,0.2193,0.0205,0.28,Pharmaceuticals,Asia / Pacific,Japan
"Santen Pharmaceutical Co., Ltd.",OTCPK:SNPH.Y,SNPH.Y,Healthcare,5590.2499,-496.0166,5037.4568,2313.7957,0.0134,0.2193,0.0205,0.28,Pharmaceuticals,Asia / Pacific,Japan
Shimizu Corporation,OTCPK:SHMU.Y,SHMU.Y,Industrials,5588.1626,1182.5269,3678.806,13132.9522,0.0394,0.0807,0.0456,0.3,Construction & Engineering,Asia / Pacific,Japan
nVent Electric plc,NYSE:NVT,NVT,Industrials,5586.1998,1084.8,6670.9998,2180.7,0.034,0.2074,0.0185,0.15,Electrical Equipment,United Kingdom & Ireland,United Kingdom
"Pacific Biosciences of California, Inc.",NASDAQGS:PACB,PACB,Healthcare,5582.9676,-208.536,5374.4316,105.825,0.3753,-0.854,0.0531,0.15,Life Sciences Tools & Services,United States,United States
Fielmann Aktiengesellschaft,OTCPK:FLMN.F,FLMN.F,Consumer Discretionary,5578.3896,199.764,5940.5716,1906.6983,0.0526,0.2398,0.0403,0.3,Specialty Retail,Europe,Germany
Yadea Group Holdings Ltd.,OTCPK:YADG.F,YADG.F,Consumer Discretionary,5577.4723,-1431.9555,3460.6494,3745.6219,0.0981,0.1084,0.036,0.16,Automobiles,Asia / Pacific,China
Telekom Malaysia Berhad,OTCPK:MYTE.F,MYTE.F,Communication Services,5575.5989,1348.6216,6554.0702,2711.8815,0.0842,0.3317,0.2054,0.31,Diversified Telecommunication Services,Asia / Pacific,Malaysia
JCDecaux SA,OTCPK:JCDX.F,JCDX.F,Communication Services,5570.7456,5867.4099,10953.0534,2520.8729,0.0841,0.2117,0.0973,0.21,Media,Europe,France
The Goodyear Tire & Rubber Company,NASDAQGS:GT,GT,Consumer Discretionary,5570.4189,8000,13769.4189,14611,0.0294,0.1156,0.0561,0.3,Auto Components,United States,United States
Herc Holdings Inc.,NYSE:HRI,HRI,Industrials,5560.0608,2258.4,7818.4608,2015.5,0.0346,0.4514,0.2312,0.23,Trading Companies & Distributors,United States,United States
Andritz AG,OTCPK:ADRZ.F,ADRZ.F,Industrials,5550.9351,-81.9497,5384.2325,7774.4224,0.0171,0.1053,0.0184,0.3,Machinery,Europe,Austria
Andritz AG,OTCPK:ADRZ.Y,ADRZ.Y,Industrials,5550.9351,-81.9497,5384.2325,7774.4224,0.0171,0.1053,0.0184,0.3,Machinery,Europe,Austria
CIFI Holdings (Group) Co. Ltd.,OTCPK:CFFH.F,CFFH.F,Real Estate,5548.1022,12432.0577,20301.3423,13186.9821,0.073,0.1764,0.0016,0.34,Real Estate Management & Development,Asia / Pacific,China
HUTCHMED (China) Limited,NASDAQGS:HCM,HCM,Healthcare,5544.4577,-913.756,4544.5125,278.573,0.279,-0.0261,0.0313,0.23,Pharmaceuticals,Asia / Pacific,Hong Kong
Ampol Limited,OTCPK:CTXA.F,CTXA.F,Energy,5541.04,1287.1926,6936.1559,12875.3749,0.0568,0.053,0.0149,0.29,"Oil, Gas & Consumable Fuels",Asia / Pacific,Australia
Ampol Limited,OTCPK:CTXA.Y,CTXA.Y,Energy,5541.04,1287.1926,6957.5988,12875.3749,0.0568,0.0529,0.0149,0.29,"Oil, Gas & Consumable Fuels",Asia / Pacific,Australia
Emmi AG,OTCPK:EMLZ.F,EMLZ.F,Consumer Staples,5540.1781,228.5495,6065.3131,4124.3205,0.0197,0.1114,0.0289,0.16,Food Products,Europe,Switzerland
Mineral Resources Limited,OTCPK:MALR.F,MALR.F,Materials,5539.1914,-210.108,5437.4946,2799.6401,-0.0184,0.347,0.243,0.3,Metals & Mining,Asia / Pacific,Australia
Mineral Resources Limited,OTCPK:MALR.Y,MALR.Y,Materials,5539.1914,-210.108,5437.4946,2799.6401,-0.0184,0.347,0.243,0.3,Metals & Mining,Asia / Pacific,Australia
MOL Magyar Olaj- és Gázipari Nyilvánosan Muködo Részvénytársaság,OTCPK:MGYO.Y,MGYO.Y,Energy,5535.5233,2561.8752,8132.1739,15550.95,0.0348,0.1526,0.0886,0.12,"Oil, Gas & Consumable Fuels",Europe,Hungary
"EngageSmart, LLC",NYSE:ESMT,ESMT,Information Technology,5535.2951,80.505,5615.8001,183.194,0.1432,0.1826,0.0273,0.18,Software,United States,United States
"BWX Technologies, Inc.",NYSE:BWXT,BWXT,Industrials,5531.6595,990.059,6433.6095,2110.16,0.0378,0.2121,0.0779,0.28,Aerospace & Defense,United States,United States
"Halozyme Therapeutics, Inc.",NASDAQGS:HALO,HALO,Healthcare,5530.1553,123.448,5653.6033,412.496,0.1547,0.7711,0.0155,0.15,Biotechnology,United States,United States
Lendlease Group,OTCPK:LLES.Y,LLES.Y,Real Estate,5528.5551,876.5747,2860.2475,7417.5165,0.0293,0.0939,0.0084,0.28,Real Estate Management & Development,Asia / Pacific,Australia
"Paycor HCM, Inc.",NASDAQGS:PYCR,PYCR,Information Technology,5527.6836,46.466,6085.3446,352.777,0.1111,0.3548,0.0126,0.21,Software,United States,United States
"Amedisys, Inc.",NASDAQGS:AMED,AMED,Healthcare,5527.2012,191.974,5720.7902,2196.085,0.0616,0.1494,0.0053,0.25,Healthcare Providers & Services,United States,United States
"Tenable Holdings, Inc.",NASDAQGS:TENB,TENB,Information Technology,5526.1075,-203.655,5322.4525,483.812,0.1423,0.2043,0.0369,0.41,Software,United States,United States
H. Lundbeck A/S,OTCPK:HLUK.F,HLUK.F,Healthcare,5525.8505,653.2039,6253.9058,2706.4266,0.0484,0.3559,0.0136,0.3,Pharmaceuticals,Europe,Denmark
H. Lundbeck A/S,OTCPK:HLUY.Y,HLUY.Y,Healthcare,5525.8505,653.2039,6253.9058,2706.4266,0.0484,0.3559,0.0136,0.3,Pharmaceuticals,Europe,Denmark
"NeoGenomics, Inc.",NASDAQCM:NEO,NEO,Healthcare,5520.1231,16.958,5537.0811,488.698,0.1018,0.2188,0.0546,0.26,Life Sciences Tools & Services,United States,United States
"Maravai LifeSciences Holdings, Inc.",NASDAQGS:MRVI,MRVI,Healthcare,5519.6371,214.582,5873.4391,552.198,0.1477,0.6884,0.0707,0.15,Life Sciences Tools & Services,United States,United States
ManpowerGroup Inc.,NYSE:MAN,MAN,Industrials,5518.737,-278.6,5249.937,20397,0.002,0.0311,0.0027,0.3,Professional Services,United States,United States
Kurita Water Industries Ltd.,OTCPK:KTWI.F,KTWI.F,Industrials,5517.465,-17.158,5437.8603,2430.2831,0.0319,0.2241,0.0802,0.32,Machinery,Asia / Pacific,Japan
Kurita Water Industries Ltd.,OTCPK:KTWI.Y,KTWI.Y,Industrials,5517.465,-17.158,5437.8603,2430.2831,0.0319,0.2241,0.0802,0.32,Machinery,Asia / Pacific,Japan
Crane Co.,NYSE:CR,CR,Industrials,5508.5089,464.5,5975.9089,3121.7,0.0397,0.2181,0.02,0.21,Machinery,United States,United States
"Remitly Global, Inc.",NASDAQGS:RELY,RELY,Information Technology,5506.2061,-167.834,5729.0591,353.913,0.1662,-0.0553,0.014,0.41,IT Services,United States,United States
"J2 Global, Inc.",NASDAQGS:JCOM,JCOM,Information Technology,5500.0982,1357.198,8008.0319,1653.444,0.0473,0.4059,0.0464,0.29,Software,United States,United States
"J2 Global, Inc.",NASDAQGS:ZDVS.V,ZDVS.V,Information Technology,5500.0982,1357.198,7920.4208,1653.444,0.0473,0.4059,0.0464,0.29,Software,United States,United States
"Grupo Aeroportuario del Sureste, S. A. B. de C. V.",OTCPK:ASRM.F,ASRM.F,Industrials,5500,281.4947,6845.6837,693.7477,0.0847,0.615,0.1608,0.25,Transportation Infrastructure,Canada & Mexico,Mexico
San Miguel Corporation,OTCPK:SMGB.F,SMGB.F,Industrials,5498.7735,13679.7386,24802.5102,15995.2002,0.0363,0.141,0.0594,0.35,Industrial Conglomerates,Asia / Pacific,Philippines
San Miguel Corporation,OTCPK:SMGB.Y,SMGB.Y,Industrials,5498.7735,13679.7386,24802.5102,15995.2002,0.0363,0.141,0.0594,0.35,Industrial Conglomerates,Asia / Pacific,Philippines
Helen of Troy Limited,NASDAQGS:HELE,HELE,Consumer Discretionary,5497.9505,484.691,5982.6415,2163.563,-0.0035,0.178,0.0173,0.09,Household Durables,United States,United States
Engie Brasil Energia S.A.,OTCPK:EGIE.Y,EGIE.Y,Utilities,5493.8719,2776.9736,8189.0371,2685.1534,-0.0022,0.5705,0.2316,0.24,Independent Power & Renewable Electricity Producers,"Latin America, Middle East & Africa",Brazil
S4 Capital plc,OTCPK:SCPP.F,SCPP.F,Communication Services,5491.119,37.384,5930.2333,664.8375,0.117,0.2043,0.0284,0.11,Media,United Kingdom & Ireland,United Kingdom
The Timken Company,NYSE:TKR,TKR,Industrials,5479.94,1305.4,6861.74,3874.6,0.0405,0.1967,0.0376,0.25,Machinery,United States,United States
Pan American Silver Corp.,NASDAQGS:PAAS,PAAS,Materials,5476.8077,-171.883,5230.102,1481.106,0.0333,0.464,0.1855,0.36,Metals & Mining,Canada & Mexico,Canada
Toppan Inc.,OTCPK:TOPP.Y,TOPP.Y,Industrials,5474.8351,-1916.4154,4885.6095,13337.8854,0.0027,0.0849,0.045,0.32,Commercial Services & Supplies,Asia / Pacific,Japan
Shurgard Self Storage S.A.,OTCPK:SSSA.F,SSSA.F,Real Estate,5473.6524,713.297,6179.5469,335.7709,0.0464,0.6,0.0017,0.21,Real Estate Management & Development,Europe,Luxembourg
"Medallia, Inc.",NYSE:MDLA,MDLA,Information Technology,5472.8984,117.684,5590.5824,524.487,0.0802,0.028,0.0549,0.41,Software,United States,United States
Greek Organization of Football Prognostics S.A.,OTCPK:GRKZ.F,GRKZ.F,Consumer Discretionary,5472.7927,568.5626,6267.5489,567.9163,0.0822,0.6346,0.0442,0.25,"Hotels, Restaurants & Leisure",Europe,Greece
Antero Midstream Corporation,NYSE:AM,AM,Energy,5466.914,3087.056,7846.452,964.98,0.0111,0.9931,0.323,0.32,"Oil, Gas & Consumable Fuels",United States,United States
P/F Bakkafrost,OTCPK:BKFK.F,BKFK.F,Consumer Staples,5463.0205,358.7801,5897.8642,806.2372,0.0591,0.3673,0.1774,0.2,Food Products,Europe,Denmark
Zhihu Inc.,NYSE:ZH,ZH,Communication Services,5457.8322,-877.893,4410.603,312.7232,0.4169,0.1294,0.0032,0.38,Interactive Media & Services,Asia / Pacific,China
"Amkor Technology, Inc.",NASDAQGS:AMKR,AMKR,Information Technology,5443.9779,360.312,5833.1119,5457.749,0.0435,0.1373,0.126,0.2,Semiconductors & Semiconductor Equipment,United States,United States
"Vimeo, Inc.",NASDAQGS:VMEO,VMEO,Communication Services,5435.9849,-323.709,5112.2759,344.384,0.2643,0.1353,0.0054,0.41,Interactive Media & Services,United States,United States
"Hayward Holdings, Inc.",NYSE:HAYW,HAYW,Consumer Discretionary,5424.1408,740.4,6164.5408,1184,0.0732,0.3091,0.0192,0.27,Leisure Products,United States,United States
"Mister Car Wash, Inc.",NYSE:MCW,MCW,Consumer Discretionary,5421.0966,1208.602,6629.6986,690.421,0.0841,0.3758,0.1122,0.22,Diversified Consumer Services,United States,United States
Rayonier Inc.,NYSE:RYN,RYN,Real Estate,5415.1347,1265.917,7222.6917,887.272,0.0088,0.3303,0.2756,0.13,Equity Real Estate Investment Trusts (REITs),United States,United States
